200,200, # demand points, # candidate sites
38,18
40,18
3,24
29,27
27,29
12,47
8,37
16,4
35,41
33,39
34,30
40,11
43,9
25,37
26,46
18,42
49,16
13,14
3,10
43,33
35,49
36,26
11,36
34,41
25,47
44,41
22,39
45,35
23,14
25,43
46,19
38,29
7,10
27,30
48,41
12,27
1,50
5,39
26,47
17,34
23,38
43,46
43,26
33,48
47,49
32,9
19,22
17,16
26,40
42,28
7,26
3,48
13,12
38,11
50,12
48,20
17,1
47,32
43,14
18,12
47,3
11,40
28,33
31,20
4,34
37,33
45,11
17,3
27,45
19,6
1,9
45,32
8,2
31,33
1,1
23,44
40,15
12,50
29,1
5,46
31,1
19,3
10,43
25,40
11,17
27,46
47,19
16,47
8,49
45,12
24,15
41,31
40,7
30,22
36,39
28,37
4,45
25,22
19,16
7,2
21,27
24,47
15,5
29,42
49,47
8,26
19,27
20,37
5,42
48,45
17,38
29,32
28,20
6,20
39,13
23,12
47,5
46,47
45,38
13,7
14,21
14,41
32,22
18,3
4,3
43,3
43,12
27,2
28,6
6,6
2,20
46,30
38,24
33,49
4,9
47,2
36,33
17,19
20,27
6,14
8,43
42,37
30,33
43,27
31,44
4,24
4,48
32,35
20,44
42,27
33,24
35,16
43,15
18,46
10,18
3,4
45,18
25,12
18,50
44,36
1,37
28,10
43,50
16,36
40,50
3,5
43,32
10,39
26,10
29,33
32,24
17,22
49,36
30,7
37,4
50,30
45,44
42,40
1,36
31,47
7,44
19,38
19,36
20,16
43,48
7,11
6,40
34,16
1,40
23,13
33,3
1,18
11,6
26,36
6,29
10,10
44,12
20,4
16,1
41,29
43,25
48,49
50,40
20,3
34,29
2,8
45,17
39,10
4,5
48,3
5,11
47,36
22,38
10,44
39,9
26,4
1,42
8,28
28,15
37,3
30,15
31,32
27,44
31,50
19,1
31,24
48,27
30,46
36,2
7,9
3,17
21,43
30,4
18,8
5,19
4,2
21,5
32,20
30,49
17,45
13,41
1,2
3,34
14,42
4,39
7,18
26,17
36,8
2,24
45,45
46,24
36,14
19,18
23,34
40,24
35,15
50,14
5,5
22,3
8,38
19,14
9,18
17,4
4,22
3,33
24,43
25,46
7,21
14,43
14,46
40,4
38,20
30,43
34,28
44,19
12,37
37,22
50,23
35,36
25,1
33,31
17,18
32,47
12,10
42,42
24,29
16,3
7,37
9,48
43,29
40,20
33,16
36,23
14,9
17,33
48,47
33,38
6,38
34,40
32,34
11,44
32,38
39,7
26,8
2,22
28,24
38,44
20,25
34,9
5,34
22,46
33,1
10,42
27,23
12,30
44,22
48,37
34,33
24,14
46,13
15,33
13,39
35,31
4,15
25,19
20,47
45,4
42,36
42,20
46,26
21,48
26,7
18,24
34,11
32,44
47,47
13,4
13,47
46,38
34,38
21,3
23,1
45,8
39,38
6,17
35,43
22,31
18,29
4,36
48,12
1,31
25,42
39,8
44,38
13,18
31,13
28,41
48,31
11,23
13,36
18,7
5,25
41,20
21,42
29,5
9,32
48,48
28,2
41,43
46,6
27,33
43,38
25,2
13,43
37,21
4,32
10,23
48,38
9,5
6,2
17,31
18,31
33,43
27,4
9,28
40,27
3,38
48,34
14,12
40,47
12,8
21,49
12,36
41,11
49,29
38,35
13,34
13,48
39,5
33,40
